# Neanderthal Introgression — Adaptive Segments (Low / Medium / High)
# -----------------------------------------------------------
# Segments the genome into contiguous regions of constant introgression class
# based on per-SNP frequencies, limited to pilot-mask intervals (≤1 kb gaps bridged).
#
# Each row = one genomic segment.
# -----------------------------------------------------------
# Definitions:
# - Frequencies are SNP-level proportions (0–1).
# - introgression (per SNP):
#       'low'     → FREQ < 0.001
#       'medium'  → 0.001 ≤ FREQ < 0.1
#       'high'    → FREQ ≥ 0.1
# - Adjacent SNPs with the same class form one segment.
# - Segments are created only within bridged pilot-mask intervals.
#
# Formulas:
# - START_POS = first SNP position in segment
# - END_POS   = last SNP position in segment
# - Length    = END_POS - START_POS + 1
# -----------------------------------------------------------
# Columns:
# CHROM               → Chromosome number (1–22)
# START_POS           → Start coordinate (1-based, inclusive)
# END_POS             → End coordinate (1-based, inclusive)
# Length              → Segment length in base pairs (bp)
# introgression       → low / medium / high classification
# avg_freq            → Mean introgressed allele frequency across SNPs in segment
# SNP_total           → Total number of SNPs in segment
# SNP_0               → Count of SNPs with FREQ = 0 (no introgression)
# SNP_0_to_0.001      → (0, 0.001] (0.1%)
# SNP_0.001_to_0.01   → (0.001, 0.01] (1%)
# SNP_0.01_to_0.04    → (0.01, 0.04] (4%)
# SNP_higher_0.04     → > 0.04 (very high)
# -----------------------------------------------------------
# Adaptive segmentation per chromosome (1–22) using low/medium/high introgression states.
# Mask gaps ≤ 1 kb are bridged; segments do not cross unmasked regions.
# Output is tab-separated (.tsv) and includes comment header.
# -----------------------------------------------------------
# Additional annotations:
# avg_recomb_rate     → Mean recombination rate (cM/Mb) across the segment, from GLIMPSE recombination map.
# SNP_Neand_Specific  → Number of Neanderthal-specific mutation SNPs within the segment.
# -----------------------------------------------------------
# Merge step:
# - Adjacent segments are merged across mask gaps if compatible:
#     • same class (low/medium/high), or
#     • low–medium / medium–low.
# - All counts are summed; avg_freq is SNP_total-weighted; avg_recomb_rate is segment-length-weighted.
# - introgression is reassigned from merged avg_freq.
# - available_bp = (sum of component Lengths) / (END_POS - START_POS + 1).
# New columns added:
# available_bp        → Fraction of merged span covered by actual segments (0–1).
# (Existing columns retained/recomputed where applicable.)
#
# Additional columns added from 10 kb bin overlap:
# bin_low       → Number of overlapping 10 kb bins labeled 'low' (SNP_Neand_Specific == 0)
# bin_low_NSS   → Number of overlapping 10 kb bins labeled 'low' (SNP_Neand_Specific > 0)
# -----------------------------------------------------------
CHROM	START_POS	END_POS	Length	introgression	avg_freq	available_bp	avg_recomb_rate	SNP_total	SNP_0	SNP_0_to_0.001	SNP_0.001_to_0.01	SNP_0.01_to_0.04	SNP_higher_0.04	SNP_Neand_Specific	bin_low	bin_low_NSS
chr22	49028615	49054001	25387	low	0.0	1.0	2.6124012000000008	240	240	0	0	0	0	0	2	0
chr22	49054049	49055555	1507	high	0.0350225684210526	1.0	1.8530647999999996	19	0	0	0	19	0	1	0	0
chr22	49055578	49055578	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49055591	49069450	13860	high	0.0515549861386138	1.0	1.9180767037037043	202	0	0	0	110	92	10	0	0
chr22	49069518	49071548	2031	low	0.000985169	1.0	7.261880999999999	25	0	25	0	0	0	0	0	0
chr22	49071731	49077280	5550	high	0.1137373859649121	1.0	6.17427355	57	0	0	0	0	57	6	0	0
chr22	49077302	49077302	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49077325	49084673	7349	high	0.1082370166666666	1.0	6.0270231363636375	60	0	0	0	0	60	1	0	0
chr22	49084824	49084824	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49084986	49146379	61394	high	0.0923139411764706	1.0	2.136641903409091	697	0	0	0	0	697	25	0	0
chr22	49146488	49157177	10690	low	0.0001052024782608	0.988868101028999	0.9897478436049916	92	43	48	1	0	0	3	0	0
chr22	49157373	49158148	776	high	0.0355707	1.0	1.04286	7	0	0	0	7	0	2	0	0
chr22	49158173	49158173	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49158479	49174406	15928	high	0.0358049411764705	1.0	0.8423945897435896	153	0	0	0	153	0	37	0	0
chr22	49174714	49178311	3598	medium	0.00611071	1.0	32.08897866666667	26	0	0	26	0	0	0	0	0
chr22	49178339	49179155	817	high	0.0313734583333333	1.0	5.3228965	12	0	0	0	11	1	3	0	0
chr22	49179546	49210096	30551	low	0.0	1.0	6.730128693877551	287	287	0	0	0	0	2	2	1
chr22	49210123	49213679	3557	high	0.096908605	1.0	1.015062	20	0	0	0	0	20	2	0	0
chr22	49213820	49213820	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49213967	49224294	10328	high	0.0933317825688073	1.0	1.3479394074074074	109	0	0	0	0	109	8	0	0
chr22	49224465	49224465	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49224589	49233044	8456	high	0.0918607426666666	1.0	3.738295777777777	75	0	0	0	0	75	3	0	0
chr22	49233160	49233160	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49233383	49249133	15751	high	0.0865448458333333	1.0		144	0	0	0	0	144	6	0	0
chr22	49249195	49254512	5318	medium	0.0026759299999999	1.0		45	0	0	45	0	0	1	0	0
chr22	49254551	49262490	7940	high	0.04641695	1.0		46	0	0	0	16	30	4	0	0
chr22	49262491	49277068	14578	medium	0.0057734059405939	0.9838112223899026		101	1	0	100	0	0	2	0	0
chr22	49277099	49316315	39217	high	0.1314999171021377	1.0	4.246205512195122	421	0	0	0	0	421	23	0	0
chr22	49316396	49316396	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49316642	49371286	54645	high	0.1826335150684931	1.0	3.2965431140939594	730	0	0	0	0	730	31	0	0
chr22	49371296	49380863	9568	low	0.0	1.0	7.208791099999999	66	66	0	0	0	0	2	0	0
chr22	49381091	49381091	1	high	0.0168144	1.0		1	0	0	0	1	0	1	0	0
chr22	49381241	49404702	23462	low	0.0	0.7270906146108601	5.0105341	131	131	0	0	0	0	2	0	1
chr22	49404893	49404893	1	high	0.0259472	1.0		1	0	0	0	1	0	1	0	0
chr22	49404927	49433512	28586	medium	0.0011992098124999	0.9996501784090114	2.9809790753815864	336	34	199	103	0	0	10	1	0
chr22	49433516	49469418	35903	high	0.0671309251515151	1.0	2.115421462962963	330	0	0	0	48	282	15	0	0
chr22	49469619	49469619	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49469775	49479125	9351	high	0.0651062745762711	1.0	0.6360288333333334	118	0	0	0	0	118	4	0	0
chr22	49479310	49479310	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49479366	49487770	8405	high	0.0449940382978723	1.0	3.0660630882352944	94	0	0	0	0	94	2	0	0
chr22	49487820	49487820	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49487883	49561355	73473	high	0.1139873853626942	1.0	3.67627305	772	0	0	0	193	579	40	0	0
chr22	49561389	49561389	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49561405	49638830	77426	high	0.0824189767251462	1.0	3.4961679733727817	855	0	0	0	202	653	65	0	0
chr22	49638944	49638944	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49639143	49652568	13426	high	0.0460111999999999	1.0	1.1948160555555556	92	0	0	0	15	77	12	0	0
chr22	49652767	49666369	13603	low	0.0003993929999999	1.0	11.310502363636363	89	0	89	0	0	0	1	0	0
chr22	49666590	49700618	34029	high	0.0854169777251185	1.0	8.733558966666667	422	0	0	0	12	410	18	0	0
chr22	49700660	49750340	49681	low	0.0001474739226519	0.9947867393973552	6.007553103126072	362	333	0	29	0	0	1	4	0
chr22	49750348	49751512	1165	high	0.1399866428571428	1.0	20.505964666666664	14	0	0	0	0	14	2	0	0
chr22	49751671	49759337	7667	medium	0.0058976999999999	1.0	9.206735629629629	51	0	0	51	0	0	1	0	0
chr22	49759466	49783150	23685	high	0.0532091631868131	1.0	11.4597585	182	0	0	0	32	150	24	0	0
chr22	49783451	49783451	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49783460	49795527	12068	high	0.0268627216216216	1.0	2.6758403770491803	111	0	0	0	110	1	6	0	0
chr22	49795540	49800376	4837	low	0.000439332	1.0	13.119890743589744	64	0	64	0	0	0	0	0	0
chr22	49800444	49800444	1	high	0.0319248	1.0		1	0	0	0	1	0	1	0	0
chr22	49800445	49808567	8123	low	0.0005086148571428	1.0	14.516752741935484	49	1	48	0	0	0	1	0	0
chr22	49808694	49878719	70026	high	0.0572433012987013	1.0	4.024307784615385	385	0	0	0	81	304	33	0	0
chr22	49878726	49878726	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	49878882	49926047	47166	high	0.0780994953352769	1.0	8.058591274509803	343	0	0	0	12	331	22	0	0
chr22	49926061	49928388	2328	medium	0.0013076941935483	0.9179553264604812	56.782289914967585	31	2	0	29	0	0	1	0	0
chr22	49928522	50027828	99307	high	0.0892437630136986	1.0	0.8019850446927372	657	0	0	0	0	657	37	0	0
chr22	50027978	50027978	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	50028204	50062130	33927	high	0.0613709315789473	1.0	0.3313098888888888	266	0	0	0	103	163	22	0	0
chr22	50062133	50122276	60144	low	0.0	1.0	3.0577387521367516	454	454	0	0	0	0	2	5	0
chr22	50122376	50268014	145639	high	0.0808882351409978	0.9871943641469662	0.857947803924006	922	0	0	0	164	758	61	0	0
chr22	50268320	50268320	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	50268411	50311206	42796	high	0.105222838028169	1.0	0.1907426470588235	284	0	0	0	0	284	20	0	0
chr22	50311367	50327170	15804	low	0.0	1.0	1.2279018333333331	175	175	0	0	0	0	3	0	0
chr22	50327186	50346042	18857	high	0.0319593199999999	0.8963780028636581		110	0	0	0	109	1	13	0	0
chr22	50346043	50455049	109007	medium	0.0023885440163043	0.503692423422349	1.0686951008615444	368	67	112	189	0	0	25	0	2
chr22	50455066	50486849	31784	high	0.0548248915841584	1.0	1.554037361111111	202	0	0	0	81	121	15	0	0
chr22	50487191	50576083	88893	medium	0.0052842424267781	0.9754986331882152	1.5425552431446388	717	53	0	664	0	0	21	0	0
chr22	50576162	50576162	1	high	0.0139921	1.0		1	0	0	0	1	0	1	0	0
chr22	50576170	50610628	34459	medium	0.0053804050553505	0.940944310630024	1.1028502778747633	271	0	0	271	0	0	10	0	0
chr22	50610863	50610863	1	high	0.0109567	1.0		1	0	0	0	1	0	1	0	0
chr22	50611311	50686830	75520	medium	0.005867321929499	0.9775953389830508	0.7629207072303746	539	3	0	536	0	0	34	0	0
chr22	50687178	50722408	35231	high	0.0181633788793103	1.0	0.7776533333333333	232	0	0	0	231	1	16	0	0
chr22	50722447	50738930	16484	medium	0.00129137	1.0		94	0	0	94	0	0	0	0	0
chr22	50738953	50776892	37940	high	0.0241371453441295	1.0		247	0	0	0	246	1	10	0	0
chr22	50776899	50776899	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	50777034	50777709	676	high	0.0189978	1.0		6	0	0	0	6	0	0	0	0
chr22	50777749	50777749	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	50778206	50779016	811	high	0.0189978	1.0		9	0	0	0	9	0	0	0	0
chr22	50779029	50779029	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	50779463	50801156	21694	high	0.0211053616822429	0.8240066377800314		107	0	0	0	107	0	5	0	0
chr22	50801334	50836578	35245	medium	0.0037437228197424	0.9819265143992056	1.2934542378585605	233	3	103	127	0	0	7	0	0
chr22	50836686	50836686	1	high	0.0161488	1.0		1	0	0	0	1	0	1	0	0
chr22	50836757	50934910	98154	medium	0.0028988932736156	0.975456935020478	2.7726389082169627	614	3	106	505	0	0	29	0	2
chr22	50934942	50969647	34706	high	0.0257276467741935	1.0	1.477905172413793	248	0	0	0	246	2	7	0	0
chr22	50969752	51004421	34670	medium	0.0028245204276315	0.9533314104413038	0.9135935219216764	304	131	0	173	0	0	6	0	1
chr22	51004602	51004602	1	high	0.0469154	1.0		1	0	0	0	0	1	1	0	0
chr22	51004755	51040134	35380	medium	0.0012363160655737	0.9687394007914076	0.6208611636768531	244	0	0	244	0	0	10	0	0
chr22	51040152	51063070	22919	high	0.0384869753521126	1.0	0.6895631666666667	142	0	0	0	141	1	9	0	0
chr22	51063233	51078999	15767	low	3.566e-06	1.0	3.503093925925926	112	110	2	0	0	0	3	0	0
chr22	51079211	51103292	24082	high	0.0299127596491228	1.0	1.3266004545454546	114	0	0	0	112	2	20	0	0
chr22	51103425	51103425	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr22	51103692	51111103	7412	high	0.0153796833333333	1.0	0.5748335	48	0	0	0	48	0	4	0	0
chr22	51111340	51111716	377	medium	0.00662992	1.0		6	0	0	6	0	0	0	0	0
chr22	51112019	51112019	1	high	0.0122347	1.0		1	0	0	0	1	0	1	0	0
chr22	51112359	51123505	11147	medium	0.0097556655737704	0.8638198618462366	0.40934175	61	1	0	60	0	0	0	0	0
chr22	51123649	51123649	1	high	0.010118	1.0		1	0	0	0	1	0	1	0	0
chr22	51123832	51126799	2968	medium	0.00999814	1.0		11	0	0	11	0	0	0	0	0
chr22	51126986	51126986	1	high	0.0100381	1.0		1	0	0	0	1	0	1	0	0
chr22	51127623	51167127	39505	medium	0.0046096613983695	0.954334894317175	2.035681086564164	184	0	50	134	0	0	8	0	0
chr22	51167604	51167604	1	high	0.0145512	1.0		1	0	0	0	1	0	1	0	0
chr22	51167643	51237712	70070	low	0.0006195027019607	0.9951334379905808	0.7245429367043592	255	142	75	38	0	0	5	4	2
chr3	60197	284831	224635	low	0.0003659515799404	0.9913014445656286	0.8164601820523745	1680	1525	53	102	0	0	16	15	3
chr3	285113	285113	1	high	0.0533456	1.0		1	0	0	0	0	1	1	0	0
chr3	285287	396910	111624	low	0.0	1.0	1.9409865777777775	829	829	0	0	0	0	1	9	1
chr3	397066	398982	1917	high	0.0163351714285714	1.0	2.1117095833333335	21	0	0	0	21	0	3	0	0
chr3	399070	408033	8964	low	0.0	1.0	1.0367388333333334	68	68	0	0	0	0	0	0	0
chr3	408094	409752	1659	high	0.025791465	1.0	3.963503666666667	20	0	0	0	20	0	6	0	0
chr3	409889	419666	9778	low	0.000146444	1.0	4.7488015500000005	87	0	87	0	0	0	1	0	0
chr3	419942	425283	5342	high	0.0137695113207547	1.0	12.719112454545458	53	0	0	0	53	0	6	0	0
chr3	425655	430682	5028	medium	0.00781479	1.0	5.769698272727273	42	0	0	42	0	0	0	0	0
chr3	430968	431187	220	high	0.0114159999999999	1.0		2	0	0	0	2	0	2	0	0
chr3	431363	444024	12662	medium	0.0082674299999999	1.0	4.950345	111	0	0	111	0	0	1	0	0
chr3	444248	447931	3684	high	0.0114581733333333	1.0	4.46176375	30	0	0	0	30	0	4	0	0
chr3	448056	720990	272935	low	4.228782467532468e-06	0.9997435286789896	1.8982471436396793	1848	1847	0	1	0	0	2	25	2
chr3	721128	721128	1	high	0.0112895	1.0		1	0	0	0	1	0	1	0	0
chr3	721297	767922	46626	low	0.0	1.0	0.5775842191780821	323	323	0	0	0	0	0	3	0
chr3	768217	775378	7162	high	0.0231027885714285	1.0	2.4537076666666664	35	0	0	0	35	0	4	0	0
chr3	775602	1112938	337337	medium	0.0010472427066257	0.9910356705608931	1.320459696002218	2279	1816	32	431	0	0	21	25	0
chr3	1113101	1113101	1	high	0.0353729	1.0		1	0	0	0	1	0	1	0	0
chr3	1113183	1132572	19390	low	0.0004198959679999	0.9954100051572976	4.622780068355587	200	71	85	44	0	0	5	0	1
chr3	1132600	1163636	31037	high	0.045421954245283	1.0	4.764057151515152	212	0	0	0	74	138	24	0	0
chr3	1163767	1214696	50930	low	0.0001712506019184	1.0	2.277451462264151	417	236	181	0	0	0	15	1	3
chr3	1214847	1214847	1	high	0.133544	1.0	1.160873	1	0	0	0	0	1	1	0	0
chr3	1215013	1225236	10224	low	0.0	1.0	1.4288550000000002	55	55	0	0	0	0	1	0	0
chr3	1225435	1260036	34602	high	0.0977088941666666	1.0	0.9441854680851066	240	0	0	0	0	240	23	0	0
chr3	1260040	1275355	15316	low	0.0	1.0	1.8727885454545452	125	125	0	0	0	0	0	0	0
chr3	1275373	1275373	1	high	0.0121815	1.0		1	0	0	0	1	0	1	0	0
chr3	1275469	1279193	3725	medium	0.0014644399999999	1.0	1.5157029999999996	31	0	0	31	0	0	0	0	0
chr3	1279259	1279259	1	high	0.0103975	1.0		1	0	0	0	1	0	1	0	0
chr3	1279388	1283124	3737	low	0.000412706	1.0		34	0	34	0	0	0	0	0	0
chr3	1283220	1289606	6387	high	0.0344200455445544	1.0	0.80154875	101	0	0	0	100	1	10	0	0
chr3	1289704	1313942	24239	medium	0.0025452611244979	0.9997112092083008	2.8821630342822413	249	66	0	183	0	0	3	0	0
chr3	1314028	1329393	15366	high	0.0434821467741935	1.0	5.352103322580645	186	0	0	0	63	123	17	0	0
chr3	1329580	1343566	13987	low	0.0003062009999999	1.0	4.168200137254902	138	0	138	0	0	0	0	1	0
chr3	1343628	1394410	50783	high	0.0363785929411764	1.0	2.3989834327485373	425	0	0	0	358	67	16	0	0
chr3	1394412	1418874	24463	low	0.0	1.0	1.207578657894737	171	171	0	0	0	0	0	1	0
chr3	1418884	1418884	1	high	0.0150438	1.0		1	0	0	0	1	0	1	0	0
chr3	1418950	1440848	21899	low	0.0	0.8946983880542491	2.882991458926657	198	198	0	0	0	0	1	1	1
chr3	1440911	1465313	24403	high	0.0869279390109889	1.0	6.850223666666666	182	0	0	0	24	158	11	0	0
chr3	1465465	1500439	34975	low	0.0	1.0	1.0387439008264463	300	300	0	0	0	0	2	1	2
chr3	1500657	1507776	7120	high	0.0109953698275862	1.0	1.3906157037037037	116	0	0	0	115	1	29	0	0
chr3	1507849	1519961	12113	medium	0.0041979028484848	0.957070915545282	0.4269427529541714	165	1	0	164	0	0	24	0	0
chr3	1520274	1564306	44033	high	0.096334267721519	1.0	3.2765320874999997	316	0	0	0	24	292	27	0	0
chr3	1564387	1570292	5906	low	0.0001065049999999	1.0	1.003221	71	0	71	0	0	0	1	0	0
chr3	1570475	1595261	24787	high	0.0714147105990783	1.0	2.0656353148148145	217	0	0	0	53	164	14	0	0
chr3	1595547	1598555	3009	medium	0.0065720119999999	1.0	5.5343305	20	0	0	20	0	0	2	0	0
chr3	1598623	1619619	20997	high	0.0110428736842105	0.9381340191455922	0.8041396287303361	171	0	0	0	171	0	13	0	0
chr3	1619667	1619667	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr3	1619698	1623738	4041	high	0.0114508424242424	1.0	2.745595789473684	33	0	0	0	33	0	1	0	0
chr3	1623879	1648276	24398	medium	0.0096653099999999	1.0	4.792101776119403	235	0	0	235	0	0	1	0	0
chr3	1648309	1706587	58279	high	0.0800350438356164	1.0	1.66582171875	584	0	0	0	247	337	20	0	0
chr3	1707030	1708055	1026	medium	0.00869345	1.0	72.733072	5	0	0	5	0	0	0	0	0
chr3	1708277	1767005	58729	high	0.1179459350565427	0.9791925624478536	1.1836170354614708	619	0	0	0	0	619	18	0	0
chr3	1767137	1782962	15826	low	5.3252399999999985e-05	1.0	1.4818035142857144	173	0	173	0	0	0	0	1	0
chr3	1783142	1814140	30999	high	0.0681220388663967	1.0	2.0797057105263157	247	0	0	0	79	168	18	0	0
chr3	1814152	1843999	29848	medium	0.0015118628034482	0.9844545698204236	1.8468013096798712	290	159	48	83	0	0	11	1	0
chr3	1844161	1852432	8272	high	0.0145295303030303	1.0	0.8425837000000002	99	0	0	0	98	1	4	0	0
chr3	1852466	1855468	3003	medium	0.0039255179999999	0.8664668664668664	6.819073666666667	36	0	1	35	0	0	2	0	0
chr3	1855486	1855486	1	high	0.0251884	1.0		1	0	0	0	1	0	1	0	0
chr3	1855506	1860475	4970	medium	0.0026910686301369	0.9891348088531188	1.54503465093572	73	29	0	44	0	0	3	0	0
chr3	1860496	1863535	3040	high	0.1165223589743589	1.0	0.7804879285714287	39	0	0	0	0	39	4	0	0
chr3	1863664	1918368	54705	low	0.0	1.0	1.534098810810811	600	600	0	0	0	0	1	4	0
chr3	1918642	1918642	1	high	0.0716378	1.0		1	0	0	0	0	1	1	0	0
chr3	1918651	2015289	96639	low	0.0	1.0	1.6036328441558445	782	782	0	0	0	0	2	7	2
chr3	2015335	2047716	32382	high	0.0469814526315789	1.0	1.8172770545454544	304	0	0	0	259	45	15	0	0
chr3	2047760	2047760	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr3	2048035	2077105	29071	high	0.0334526356382978	0.9315813009528396	1.4417243030672278	188	0	0	0	134	54	10	0	0
chr3	2077250	2077250	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr3	2077305	2092106	14802	high	0.0435348572519084	1.0	2.4450336666666668	131	0	0	0	17	114	10	0	0
chr3	2092155	2113249	21095	low	0.0	1.0	0.6370889583333333	137	137	0	0	0	0	0	1	0
chr3	2113275	2138834	25560	high	0.034852164573991	1.0	1.4583748333333333	223	0	0	0	190	33	13	0	0
chr3	2139038	2146462	7425	medium	0.00617728	1.0	18.9560675	48	0	0	48	0	0	1	0	0
chr3	2146481	2162701	16221	high	0.1600347424242424	1.0	4.569573545454546	132	0	0	0	0	132	7	0	0
chr3	2162777	2182013	19237	low	0.0	1.0	0.2646065714285714	122	122	0	0	0	0	0	1	0
chr3	2182147	2187479	5333	high	0.0558181068965517	1.0	0.5850044	29	0	0	0	0	29	2	0	0
chr3	2187779	2187779	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr3	2188606	2204788	16183	high	0.167452987826087	1.0	4.6405705714285705	115	0	0	0	0	115	6	0	0
chr3	2205025	2258063	53039	low	0.0	1.0	0.8555409036144578	424	424	0	0	0	0	0	4	0
chr3	2258208	2258208	1	high	0.175799	1.0		1	0	0	0	0	1	1	0	0
chr3	2258610	2281628	23019	low	0.0	1.0	0.7820559999999999	164	164	0	0	0	0	0	2	0
chr3	2281853	2421513	139661	high	0.1416470222546161	1.0	1.3966551918819188	1029	0	0	0	0	1029	80	0	0
chr3	2421656	2434133	12478	medium	0.00882658	1.0	19.700645064516134	81	0	0	81	0	0	0	0	0
chr3	2434316	2478917	44602	high	0.0752283447488584	1.0	2.057943119047619	219	0	0	0	0	219	19	0	0
chr3	2478918	2506328	27411	low	0.0	1.0	1.1581939846153846	173	173	0	0	0	0	0	2	0
chr3	2506640	2508407	1768	high	0.01822298	1.0		5	0	0	0	5	0	1	0	0
chr3	2508654	2508654	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr3	2508768	2666834	158067	high	0.0847667201298701	1.0	4.2458917836734695	924	0	0	0	119	805	88	0	0
chr3	2666963	2751249	84287	low	7.181941071428214e-05	0.9961559908408176	3.680541956197027	560	537	0	23	0	0	10	4	4
chr3	2751513	2754032	2520	high	0.0913559961538461	1.0	7.8628170000000015	26	0	0	0	0	26	5	0	0
chr3	2754042	2771566	17525	low	0.0	1.0	5.082708081632653	146	146	0	0	0	0	2	0	1
chr3	2771613	2787408	15796	high	0.0319291865979381	1.0	4.204804823529411	97	0	0	0	96	1	6	0	0
chr3	2787532	2798700	11169	low	0.000891978	1.0	1.2779401333333331	70	0	70	0	0	0	0	0	0
chr3	2798709	2842548	43840	high	0.0396482986149584	1.0	2.1004785217391304	361	0	0	0	223	138	16	0	0
chr3	2842787	2842787	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr3	2842896	2845512	2617	high	0.0718645888888889	1.0	5.372637454545456	27	0	0	0	0	27	5	0	0
chr3	2845564	2876649	31086	low	0.0001597569999999	1.0	7.9183702894736845	226	0	226	0	0	0	0	2	0
chr3	2876710	2877787	1078	high	0.010851409090909	1.0	0.622917	11	0	0	0	11	0	4	0	0
chr3	2877859	2885940	8082	medium	0.0030543154171874	0.9925760950259837	18.342855040041673	64	0	45	19	0	0	4	0	0
chr3	2885990	2898545	12556	high	0.0117227803030303	1.0	15.45989111111111	66	0	0	0	66	0	4	0	0
chr3	2898624	2916963	18340	low	0.000119818	1.0	3.590066454545455	104	0	104	0	0	0	0	1	0
chr3	2917204	2928672	11469	high	0.0493567557692307	1.0	9.551698851851857	52	0	0	0	0	52	4	0	0
chr3	2929023	2993515	64493	low	9.732125813449024e-06	0.995782488021956	8.774231602152925	461	460	0	1	0	0	2	5	1
chr3	2993588	3087591	94004	high	0.0881720156111929	1.0	4.920324372180451	679	0	0	0	0	679	43	0	0
chr3	3087711	3101111	13401	low	0.0	1.0	20.790588878787872	74	74	0	0	0	0	2	0	1
chr3	3101524	3101711	188	high	0.01951035	1.0	27.278579	2	0	0	0	2	0	2	0	0
chr3	3101825	3113124	11300	medium	0.0081198788888888	1.0	4.93898804347826	72	0	0	72	0	0	1	0	0
chr3	3113182	3113182	1	high	0.0141252	1.0		1	0	0	0	1	0	1	0	0
chr3	3113351	3125337	11987	medium	0.00830737	1.0	4.303657727272728	60	0	0	60	0	0	0	0	0
chr3	3125402	3125402	1	high	0.0138856	1.0		1	0	0	0	1	0	1	0	0
chr3	3125441	3138841	13401	low	0.0003550156984126	0.974479516453996	28.38015507885749	63	0	62	1	0	0	4	0	0
chr3	3139057	3160706	21650	high	0.04277584	1.0	4.609538242424242	205	0	0	0	133	72	10	0	0
chr3	3160812	3237950	77139	medium	0.0079390450990195	0.9760043557733442	2.2568832895965465	612	3	21	588	0	0	38	0	0
chr3	3237957	3237957	1	high	0.013393	1.0		1	0	0	0	1	0	1	0	0
chr3	3238032	3247136	9105	medium	0.0093457899999999	1.0	7.0617812941176465	100	0	0	100	0	0	1	0	0
chr3	3247203	3253048	5846	high	0.0112914639344262	1.0	2.3174136	61	0	0	0	61	0	2	0	0
chr3	3253193	3323568	70376	low	0.0001234913984949	1.0	2.8576755238095237	598	189	409	0	0	0	30	0	6
chr3	3323583	3323583	1	high	0.0163751	1.0		1	0	0	0	1	0	1	0	0
chr3	3323673	3379867	56195	low	4.493967607655502e-05	1.0	3.442297111111112	418	0	418	0	0	0	21	0	4
chr3	3379930	3388331	8402	high	0.0132719428571428	1.0	1.3352937894736845	77	0	0	0	77	0	5	0	0
chr3	3388486	3393733	5248	low	0.0	1.0	0.6998566000000002	48	48	0	0	0	0	0	0	0
chr3	3393756	3393756	1	high	0.251311	1.0		1	0	0	0	0	1	1	0	0
chr3	3393759	3425064	31306	low	0.0003171166666666	0.9969334951766434	3.832774642962192	261	203	0	58	0	0	3	0	2
chr3	3425181	3447715	22535	high	0.0175128246666666	1.0	0.824602024390244	150	0	0	0	150	0	9	0	0
chr3	3447828	3447828	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr3	3448004	3485372	37369	high	0.0174459759842519	1.0	1.80985044	254	0	0	0	254	0	29	0	0
chr3	3485615	3537988	52374	low	0.0006677569423558	0.9820330698438156	2.532558553364237	399	349	0	50	0	0	17	1	3
chr3	3538096	3538096	1	high	0.0109301	1.0		1	0	0	0	1	0	1	0	0
chr3	3538336	3549481	11146	medium	0.0074755626923076	1.0	2.29504444	52	0	0	52	0	0	3	0	0
chr3	3549515	3549515	1	high	0.0651809	1.0		1	0	0	0	0	1	1	0	0
chr3	3549516	3558555	9040	medium	0.0037292457627118	0.9964601769911504	14.214951272924068	59	23	0	36	0	0	5	0	0
chr3	3558768	3630767	72000	high	0.0659457106770833	1.0	5.796175370370371	384	0	0	0	103	281	38	0	0
chr3	3630771	3630771	1	low	0.0	1.0		1	1	0	0	0	0	0	0	0
chr3	3631061	3668842	37782	high	0.0424233649056603	1.0	1.3962513457943926	265	0	0	0	65	200	18	0	0
chr3	3669034	3682390	13357	low	0.0	1.0	3.458995037037037	110	110	0	0	0	0	4	0	1
